prompt,completion
深圳市恒宝通光电子股份有限公司的法人代表？,林新利
深圳市恒宝通光电子股份有限公司的中文简称？,恒 宝 通
中广天择传媒股份有限公司的股东有哪些?,湖南天绎文娱传媒有限公司、天津天图兴盛股权投资基金合伙企业(有限合伙)、长沙市广播电视台(集团)、国信弘盛创业投资有限公司、全国社会保障基金理事会、深圳市天图创业投资有限公司、深圳市天图投资管理股份有限公司、长沙先导产业投资有限公司
中广天择传媒股份有限公司的公司地址？,湖南省长沙市天心区芙蓉中路二段188号新世纪体育文化中心网球俱乐部101
中广天择传媒股份有限公司的证券代码是？,603721
中广天择传媒股份有限公司的法人代表？,曾雄
中广天择传媒股份有限公司的中文简称？,中广天择
亿晶光电科技股份有限公司的股东有哪些?,中国证券金融股份有限公司、深圳市勤诚达投资管理有限公司、中央汇金资产管理有限责任公司、王秋宝、林永平、陈国平、朱瑞平、崔向前、荀建华、荀建平
亿晶光电科技股份有限公司的公司地址？,江苏省常州市金坛区金武路18号
亿晶光电科技股份有限公司的证券代码是？,600537
亿晶光电科技股份有限公司的法人代表？,李静武
亿晶光电科技股份有限公司的中文简称？,亿晶光电
浙江沪航物联股份有限公司的股东有哪些?,陈义中、陈洪涛、陈景会、陈景利
浙江沪航物联股份有限公司的公司地址？,浙江省舟山市定海区干览镇海港路1幢102室
浙江沪航物联股份有限公司的证券代码是？,873171
浙江沪航物联股份有限公司的法人代表？,陈景会
浙江沪航物联股份有限公司的中文简称？,沪航物联
山东凯盛新材料股份有限公司的股东有哪些?,红塔创新投资股份有限公司、西南证券股份有限公司、淄博凯斯通投资合伙企业(有限合伙)、华邦生命健康股份有限公司、淄博凯盛投资合伙企业(有限合伙)、李云永、宋国谋、王加荣、王永
山东凯盛新材料股份有限公司的公司地址？,山东省淄博市淄川区双杨镇（张博公路东侧）
山东凯盛新材料股份有限公司的证券代码是？,839711
山东凯盛新材料股份有限公司的法人代表？,王加荣
山东凯盛新材料股份有限公司的中文简称？,凯盛新材
中石化石油机械股份有限公司的股东有哪些?,中国证券金融股份有限公司、中国石油化工集团有限公司、中央汇金资产管理有限责任公司、瑞士银行
中石化石油机械股份有限公司的公司地址？,湖北省武汉市东湖新技术开发区光谷大道77号光谷金融港A2座12层
中石化石油机械股份有限公司的证券代码是？,000852
中石化石油机械股份有限公司的法人代表？,杜广义
中石化石油机械股份有限公司的中文简称？,石化机械
福建海峡人力资源股份有限公司的股东有哪些?,福建华兴新兴创业投资有限公司、福建省人才开发中心、福建省华科创业投资有限公司
福建海峡人力资源股份有限公司的公司地址？,福建省福州市鼓楼区软件大道89号福州软件园F区7号楼16层
福建海峡人力资源股份有限公司的证券代码是？,837983
福建海峡人力资源股份有限公司的法人代表？,廖世铢
福建海峡人力资源股份有限公司的中文简称？,海峡人力
北京融信通金服科技股份有限公司的股东有哪些?,北京鑫源聚成投资管理中心(有限合伙)、北京睿道融科投资管理中心(有限合伙)、广州市启赋聚通创业投资合伙企业(有限合伙)、张法明、熊海平
北京融信通金服科技股份有限公司的公司地址？,北京市朝阳区红军营南路傲城融富中心A座1904室
北京融信通金服科技股份有限公司的证券代码是？,871114
北京融信通金服科技股份有限公司的法人代表？,何嵩华
北京融信通金服科技股份有限公司的中文简称？,融 信 通
新疆华澳能源化工股份有限公司的股东有哪些?,新疆华隆投资有限责任公司、克拉玛依新科澳石油天然气技术股份有限公司、郭世清、李曜、史燕芬
新疆华澳能源化工股份有限公司的公司地址？,新疆克拉玛依市红旗路42号
新疆华澳能源化工股份有限公司的证券代码是？,832459
新疆华澳能源化工股份有限公司的法人代表？,郭世清
新疆华澳能源化工股份有限公司的中文简称？,华澳能源
深圳市盛讯达科技股份有限公司的股东有哪些?,陈湧鑫、郑娟娟、马嘉霖、陈坤焕、陈湧锐、陈湧彬
深圳市盛讯达科技股份有限公司的公司地址？,深圳市福田区福田街道福安社区福华一路1号大中华国际交易广场25楼2501
深圳市盛讯达科技股份有限公司的证券代码是？,300518
深圳市盛讯达科技股份有限公司的法人代表？,陈湧锐
深圳市盛讯达科技股份有限公司的中文简称？,盛 讯 达
延边创业软件开发股份有限公司的股东有哪些?,石晓川、秦利峰、赛庆玲
延边创业软件开发股份有限公司的公司地址？,吉林省延吉市局子街279号交行家园A座2001
延边创业软件开发股份有限公司的证券代码是？,834853
延边创业软件开发股份有限公司的法人代表？,秦利峰
延边创业软件开发股份有限公司的中文简称？,延边创业
北京中盈安信技术服务股份有限公司的股东有哪些?,北京博达瑞恒科技有限公司、财通资产-上海银行-富春新三板混合精选5号资产管理计划、恒泰艾普集团股份有限公司、宋彬、刘荣
北京中盈安信技术服务股份有限公司的公司地址？,北京市海淀区莱圳家园18号楼1层1020室
北京中盈安信技术服务股份有限公司的证券代码是？,834728
北京中盈安信技术服务股份有限公司的法人代表？,刘荣
北京中盈安信技术服务股份有限公司的中文简称？,中盈安信
襄阳硅海电子股份有限公司的股东有哪些?,陈洪平、袁爱明、王耀先、杨景仁、刘建新、李文辉、康杰
襄阳硅海电子股份有限公司的公司地址？,襄阳市高新区团山镇鏖战岗路36号
襄阳硅海电子股份有限公司的证券代码是？,831731
襄阳硅海电子股份有限公司的法人代表？,杨景仁
襄阳硅海电子股份有限公司的中文简称？,硅海电子
新疆东方红番茄股份有限公司的股东有哪些?,石河子新安投资有限公司、信本投资集团有限公司、鲍宗新、郑光义、鲍中宝
新疆东方红番茄股份有限公司的公司地址？,新疆维吾尔自治区石河子市新安镇(一四二团三营学校)
新疆东方红番茄股份有限公司的证券代码是？,834205
新疆东方红番茄股份有限公司的法人代表？,温一榴
新疆东方红番茄股份有限公司的中文简称？,东 方 红
浙江德创环保科技股份有限公司的股东有哪些?,绍兴德能防火材料有限公司、绍兴德创投资管理有限公司、杭州杭科投资管理有限公司、香港融智集團有限公司、宁波和融投资管理有限公司
浙江德创环保科技股份有限公司的公司地址？,绍兴袍江新区三江路以南
浙江德创环保科技股份有限公司的证券代码是？,603177
浙江德创环保科技股份有限公司的法人代表？,金猛
浙江德创环保科技股份有限公司的中文简称？,德创环保
上海加冷松芝汽车空调股份有限公司的股东有哪些?,深圳市佳威尔科技有限公司、北京巴士传媒股份有限公司、南京公用发展股份有限公司、中央汇金资产管理有限责任公司、全国社保基金604组合、陈福成、陈福泉、刘伟文、吴军、纪安康
上海加冷松芝汽车空调股份有限公司的公司地址？,上海市闵行区莘庄工业园区颛兴路2059号
上海加冷松芝汽车空调股份有限公司的证券代码是？,002454
上海加冷松芝汽车空调股份有限公司的法人代表？,陈焕雄
上海加冷松芝汽车空调股份有限公司的中文简称？,松芝股份
江西同济建设项目管理股份有限公司的股东有哪些?,共青城同源投资管理合伙企业(有限合伙)、中鼎国际工程有限责任公司、萍乡矿业集团有限责任公司、何祥国
江西同济建设项目管理股份有限公司的公司地址？,江西省萍乡市安源区跃进北路203号机电大厦五楼
江西同济建设项目管理股份有限公司的证券代码是？,871076
江西同济建设项目管理股份有限公司的法人代表？,江苏波
江西同济建设项目管理股份有限公司的中文简称？,同济建管
北京锦易茂科技发展股份有限公司的股东有哪些?,田津举、孙贻财、周运南、李军
北京锦易茂科技发展股份有限公司的公司地址？,北京市西城区广安门外南滨河路25号B座505室
北京锦易茂科技发展股份有限公司的证券代码是？,831632
北京锦易茂科技发展股份有限公司的法人代表？,田津举
北京锦易茂科技发展股份有限公司的中文简称？,安之文化
广东盛瑞科技股份有限公司的股东有哪些?,广州元合投资合伙企业(有限合伙)、李鹏、王立军、汪建斌、陈忠平、陈君、李勇
广东盛瑞科技股份有限公司的公司地址？,广州市番禺区石楼镇官桥村创启路创新科技园创新一号楼第5层D5单元
广东盛瑞科技股份有限公司的证券代码是？,834138
广东盛瑞科技股份有限公司的法人代表？,陈忠平
广东盛瑞科技股份有限公司的中文简称？,盛瑞科技
山东环球软件股份有限公司的股东有哪些?,山东寿光金鑫投资发展控股集团有限公司、寿光市德润投资中心(有限合伙)、刘德永、张林、李涛
山东环球软件股份有限公司的公司地址？,山东省寿光市文圣街南兴安路西
